Type_of_Customer,Entering_Time,Number_1,Number_2,Number_3,Server1,Server2,Server3,Average_processing,Total_number,Waiting_Time
3,2.6,0,0,1,0,0,3,2.8,1,0.0
3,16.7,1,0,1,3,1,0,3.95,2,0.0
3,18.9,1,0,2,3,1,3,2.9666666669999997,3,0.0
3,34.3,0,2,1,2,2,3,3.95,3,0.0
3,49.2,1,1,0,2,1,0,3.7,2,3.4
3,52.3,2,1,0,1,1,2,3.583333333,3,3.0
3,60.0,1,0,1,1,3,0,3.742857143,2,0.0
3,62.9,1,0,2,1,3,3,4.375,3,0.0
3,64.9,1,0,2,1,3,3,5.6333333329999995,3,0.0
3,68.6,1,0,2,1,3,3,5.51,3,3.1
3,70.7,1,0,2,1,3,3,5.7090909089999995,3,5.4
3,80.8,0,0,2,0,3,3,5.416666667,2,0.0
3,82.9,0,0,3,3,3,3,5.376923077000001,3,0.0
3,83.1,0,0,3,3,3,3,5.1071428569999995,3,0.0
3,84.0,0,0,3,3,3,3,4.913333333,3,0.0
3,101.1,0,0,1,3,0,0,4.80625,1,0.0
3,108.1,0,0,1,3,0,0,4.988235294,1,0.0
3,115.0,0,0,2,3,0,3,4.772222222,2,0.0
3,117.6,1,0,1,1,0,3,4.852631579,2,0.0
3,121.1,0,1,2,3,2,3,4.675,3,0.0
3,122.7,0,1,1,0,2,3,4.7809523810000005,2,26.4
3,129.7,3,0,0,1,1,1,4.786363636,3,25.3
3,140.7,2,1,0,1,2,1,5.043478261000001,3,321.9
3,157.8,0,1,2,2,3,3,4.945833333,3,0.0
3,159.6,0,0,2,0,3,3,5.06,2,47.3
3,170.6,3,0,0,1,1,1,5.376923077000001,3,323.9
3,177.2,3,0,0,1,1,1,5.259259258999999,3,27.7
3,181.3,3,0,0,1,1,1,5.257142857,3,40.0
3,191.6,3,0,0,1,1,1,5.165517241,3,24.9
3,194.7,3,0,0,1,1,1,5.153333333,3,30.6
3,199.7,1,2,0,2,2,1,5.077419355,3,26.8
3,212.8,1,1,1,3,2,1,5.428125,3,295.0
3,214.5,1,1,1,3,2,1,5.303030303,3,4.6
3,230.5,1,0,1,1,0,3,5.2,2,0.0
3,239.0,3,0,0,1,1,1,5.111428571,3,74.6
3,249.0,3,0,0,1,1,1,5.0194444439999995,3,91.2
3,253.4,3,0,0,1,1,1,5.013513514,3,191.9
3,270.1,3,0,0,1,1,1,4.957894737,3,225.5
3,276.4,3,0,0,1,1,1,4.912820513,3,222.1
3,292.1,1,2,0,2,2,1,4.8775,3,210.2
3,307.4,1,2,0,1,2,2,4.907317073,3,235.3
3,309.0,2,1,0,1,1,2,4.945238095,3,238.4
3,317.6,3,0,0,1,1,1,4.925581395,3,188.2
3,321.1,3,0,0,1,1,1,4.970454545,3,227.7
3,321.3,3,0,0,1,1,1,4.9,3,58.2
3,327.1,3,0,0,1,1,1,4.815217391,3,21.6
3,329.6,2,1,0,2,1,1,5.031914894,3,223.9
3,331.5,2,1,0,2,1,1,4.997916667,3,192.6
3,337.3,2,1,0,2,1,1,5.114285714,3,216.6
3,340.2,2,0,1,3,1,1,5.048,3,161.5
3,355.6,2,1,0,1,1,2,4.968627451000001,3,147.9
3,356.0,2,1,0,1,1,2,5.1,3,199.7
3,367.7,2,1,0,1,1,2,5.026415094,3,142.2
3,376.9,2,1,0,1,1,2,5.248148148,3,302.6
3,378.4,2,1,0,1,1,2,5.198181818,3,159.1
3,383.4,2,1,0,1,2,1,5.139285714,3,140.7
3,385.2,2,1,0,1,2,1,5.1105263160000005,3,158.2
3,391.6,3,0,0,1,1,1,5.0465517239999995,3,173.0
3,400.6,2,1,0,2,1,1,4.984745763,3,165.4
3,423.6,0,3,0,2,2,2,4.948333333,3,143.8
3,426.3,0,3,0,2,2,2,5.013114754,3,143.9
3,432.2,0,3,0,2,2,2,5.04516129,3,219.6
3,437.7,0,3,0,2,2,2,5.088888889,3,216.2
3,441.1,0,3,0,2,2,2,5.221875,3,238.0
3,460.8,1,2,0,1,2,2,5.293846154,3,645.0
3,468.8,1,1,1,1,3,2,5.257575758,3,98.7
3,470.6,1,1,1,1,3,2,5.197014925,3,97.9
3,473.1,1,1,1,1,3,2,5.195588235,3,182.5
3,487.6,0,3,0,2,2,2,5.185507246,3,171.2
3,501.8,0,1,2,3,2,3,5.125714286,3,25.7
3,518.4,0,2,1,2,2,3,5.070422535,3,52.0
3,552.3,0,1,2,2,3,3,5.034722222,3,109.4
3,558.3,0,0,3,3,3,3,4.979452055,3,13.3
3,561.2,0,0,3,3,3,3,4.9391891889999995,3,87.8
3,563.4,0,0,3,3,3,3,4.944,3,108.3
3,567.8,0,0,3,3,3,3,4.913157895,3,128.7
3,583.3,3,0,0,1,1,1,4.935064935,3,143.1
3,586.5,3,0,0,1,1,1,4.9461538460000005,3,496.0
3,600.9,3,0,0,1,1,1,4.915189873,3,140.2
3,614.9,3,0,0,1,1,1,4.8975,3,388.2
3,631.1,1,2,0,1,2,2,4.892592593,3,476.1
3,644.7,0,3,0,2,2,2,4.869512195,3,273.0
3,657.1,0,0,3,3,3,3,4.836144578,3,86.5
3,668.4,1,2,0,1,2,2,4.81547619,3,468.8
3,676.4,1,1,1,1,3,2,4.797647059,3,485.3
3,684.4,1,0,2,3,1,3,4.777906977,3,479.5
3,695.0,2,0,1,1,1,3,4.764367816,3,499.4
3,704.6,3,0,0,1,1,1,4.8340909089999995,3,502.0
3,705.3,3,0,0,1,1,1,4.805617978,3,101.7
3,707.7,3,0,0,1,1,1,4.763333333,3,107.6
3,711.8,3,0,0,1,1,1,4.767032967,3,486.2
3,723.6,3,0,0,1,1,1,4.727173913000001,3,92.7
3,734.4,3,0,0,1,1,1,4.732258065,3,488.4
3,752.3,2,1,0,1,2,1,4.696808511,3,147.5
3,752.9,2,1,0,1,2,1,4.690526316000001,3,472.8
3,755.3,1,2,0,2,2,1,4.688541667,3,472.7
3,759.3,1,2,0,2,2,1,4.712371134,3,470.5
3,767.4,2,1,0,1,2,1,4.758163265,3,465.1
3,779.9,3,0,0,1,1,1,4.766666667,3,456.9
3,783.2,3,0,0,1,1,1,4.7410000000000005,3,144.5
3,783.2,3,0,0,1,1,1,4.712871287,3,176.4
3,795.5,2,1,0,1,1,2,4.6901960780000005,3,371.5
3,804.9,1,2,0,1,2,2,4.833980583,3,451.0
3,811.3,2,1,0,1,1,2,4.802884615,3,330.9
3,829.5,1,2,0,1,2,2,4.76952381,3,57.5
3,832.1,1,2,0,1,2,2,4.743396226000001,3,372.7
3,838.4,0,3,0,2,2,2,4.826168224,3,768.3
3,838.5,0,3,0,2,2,2,4.825925926,3,403.9
3,844.8,0,3,0,2,2,2,4.803669725,3,400.2
3,848.1,0,3,0,2,2,2,4.78,3,393.6
3,861.1,1,2,0,1,2,2,4.799099099,3,414.3
3,867.8,1,2,0,1,2,2,4.811607143,3,607.6
3,880.5,1,2,0,1,2,2,4.791150442,3,366.7
3,882.4,1,2,0,1,2,2,4.783333333,3,399.9
3,883.3,1,2,0,1,2,2,4.766086957,3,366.4
3,890.6,1,2,0,1,2,2,4.782758621,3,717.5
3,893.2,1,2,0,1,2,2,4.809401708999999,3,716.2
3,901.7,3,0,0,1,1,1,4.783050847,3,384.5
3,906.1,2,1,0,2,1,1,4.759663866,3,399.2
3,907.3,2,1,0,2,1,1,4.73,3,146.0
3,910.9,2,1,0,2,1,1,4.772727273,3,709.4
3,918.5,0,2,1,3,2,2,4.797540983999999,3,711.7
3,926.9,1,2,0,1,2,2,4.841463415,3,739.9
3,932.4,2,1,0,1,1,2,4.833064516,3,393.9
3,938.4,2,1,0,1,1,2,4.8544,3,738.6
3,945.5,1,2,0,2,1,2,4.826984127,3,166.2
3,949.5,1,2,0,2,1,2,4.869291339,3,735.0
3,951.5,1,2,0,2,1,2,4.9359375,3,743.2
3,957.5,1,2,0,1,2,2,4.923255814,3,408.6
3,963.4,1,2,0,1,2,2,4.900769231,3,366.7
3,977.9,1,2,0,1,2,2,4.90610687,3,639.4
3,1003.8,1,1,1,1,2,3,4.928030303,3,772.4
3,1012.4,3,0,0,1,1,1,4.930827068,3,462.2
3,1020.4,3,0,0,1,1,1,4.947761194,3,675.5
3,1023.3,3,0,0,1,1,1,4.937777778,3,458.3
3,1023.6,3,0,0,1,1,1,4.9110294119999995,3,183.2
3,1024.0,3,0,0,1,1,1,4.895620438,3,518.5
3,1029.4,3,0,0,1,1,1,4.933333333,3,754.6
3,1039.3,3,0,0,1,1,1,4.931654676,3,575.5
3,1041.1,3,0,0,1,1,1,4.986428571,3,776.4
3,1043.0,3,0,0,1,1,1,4.977304965,3,595.0
3,1045.1,2,1,0,1,2,1,4.972535211,3,618.6
3,1047.1,2,1,0,1,2,1,4.944755245,3,170.4
3,1062.8,2,1,0,1,1,2,4.922916667,3,233.1
3,1065.4,0,3,0,2,2,2,4.915172414,3,605.8
3,1070.7,0,3,0,2,2,2,4.89109589,3,191.2
3,1081.5,0,3,0,2,2,2,4.918367347,3,721.1
3,1097.7,1,2,0,1,2,2,4.916891892,3,577.3
3,1099.0,1,2,0,1,2,2,4.89261745,3,236.6
3,1111.2,1,0,2,1,3,3,4.868666667,3,353.8
3,1123.8,2,1,0,1,2,1,4.851655629,3,396.3
3,1126.6,2,1,0,1,2,1,4.838815789,3,515.1
3,1127.3,2,1,0,1,2,1,4.841176471,3,580.8
3,1131.9,2,1,0,1,2,1,4.8175324680000005,3,335.1
3,1134.3,2,1,0,1,2,1,4.846451613,3,689.9
3,1147.4,3,0,0,1,1,1,4.829487179,3,475.6
3,1147.7,3,0,0,1,1,1,4.815923567,3,479.4
3,1152.0,2,1,0,2,1,1,4.796202532,3,490.8
3,1154.7,2,1,0,2,1,1,4.794968553,3,639.4
3,1177.8,1,2,0,2,1,2,4.778125,3,497.2
3,1179.2,1,2,0,2,1,2,4.759006211,3,500.5
3,1181.2,0,3,0,2,2,2,4.763580247,3,648.9
3,1196.0,0,2,1,2,3,2,4.754601227,3,637.5
3,1200.5,0,2,1,2,3,2,4.731707317,3,106.8
3,1208.3,0,1,1,3,2,0,4.723030303,2,627.3
3,1212.5,0,2,1,3,2,2,4.727108434,3,624.3
3,1218.9,0,2,0,0,2,2,4.716167665,2,525.0
3,1225.0,0,2,1,3,2,2,4.717857143,3,613.9
3,1236.9,0,1,2,3,3,2,4.702366864,3,455.1
3,1246.4,1,0,2,1,3,3,4.701176471,3,595.8
3,1273.5,1,1,1,2,1,3,4.695906433,3,570.4
3,1274.0,1,1,1,2,1,3,4.68255814,3,502.8
3,1276.9,1,1,1,2,1,3,4.661849711,3,190.4
3,1277.3,1,1,1,2,1,3,4.666091954,3,566.7
3,1289.9,3,0,0,1,1,1,4.649142857,3,495.7
3,1290.4,3,0,0,1,1,1,4.635227273,3,556.3
3,1292.0,3,0,0,1,1,1,4.615254237,3,421.3
3,1295.8,3,0,0,1,1,1,4.671910112,3,553.1
3,1301.5,3,0,0,1,1,1,4.674301676,3,546.2
3,1310.9,3,0,0,1,1,1,4.662777778,3,538.5
3,1312.8,3,0,0,1,1,1,4.670165746,3,539.2
3,1323.1,2,1,0,1,1,2,4.681868132,3,534.9
3,1342.3,3,0,0,1,1,1,4.668852459,3,510.5
3,1344.1,3,0,0,1,1,1,4.658695652,3,511.0
3,1346.8,3,0,0,1,1,1,4.65027027,3,516.8
3,1349.1,3,0,0,1,1,1,4.639247312,3,515.7
3,1352.2,1,2,0,1,2,2,4.684491979,3,514.5
3,1358.2,1,2,0,1,2,2,4.687234043,3,509.2
3,1364.7,2,1,0,1,1,2,4.684126984,3,507.9
3,1366.1,0,2,1,3,2,2,4.694210526,3,508.3
3,1374.1,1,2,0,1,2,2,4.681675393,3,502.6
3,1375.5,1,2,0,1,2,2,4.665625,3,436.0
3,1377.1,1,2,0,1,2,2,4.67253886,3,501.9
3,1378.2,1,2,0,1,2,2,4.6597938139999995,3,501.6
3,1382.9,1,2,0,1,2,2,4.681538462,3,499.1
3,1386.0,0,3,0,2,2,2,4.666326531,3,495.0
3,1386.3,0,3,0,2,2,2,4.687817259,3,498.7
3,1391.9,0,3,0,2,2,2,4.67979798,3,499.0
3,1411.5,0,3,0,2,2,2,4.681407035,3,482.4
3,1412.5,0,3,0,2,2,2,4.667,3,470.2
3,2.0,0,0,0,0,0,0,12.5,0,32.9
3,2.7,0,0,1,3,0,0,7.15,1,0.0
3,12.6,1,2,0,1,2,2,5.933333332999999,3,4.8
3,26.9,2,0,0,1,1,0,5.05,2,10.4
3,37.3,0,1,2,2,3,3,5.46,3,1.6
3,44.6,0,0,3,3,3,3,5.116666667,3,0.0
3,53.3,1,0,1,1,3,0,4.728571429,2,0.0
3,53.8,1,0,2,1,3,3,4.275,3,0.0
3,74.5,2,1,0,2,1,1,4.266666667,3,5.6
3,78.1,2,1,0,2,1,1,4.92,3,18.9
3,90.8,1,2,0,2,1,2,5.6,3,7.3
3,92.0,1,2,0,2,1,2,5.366666667,3,7.7
3,104.5,0,0,3,3,3,3,5.1,3,0.0
3,109.3,0,0,2,3,3,0,4.907142857,2,0.0
3,109.3,0,0,3,3,3,3,4.926666667,3,0.0
3,116.5,0,0,1,3,0,0,4.69375,1,0.0
3,137.8,1,1,1,1,3,2,4.629411765,3,0.0
3,148.6,1,0,1,1,3,0,4.433333333,2,0.0
3,155.0,1,0,0,1,0,0,4.8,1,58.2
3,162.6,1,1,0,0,1,2,4.92,2,57.1
3,172.8,2,0,1,1,1,3,4.7809523810000005,3,0.0
3,173.2,2,0,1,1,1,3,4.622727273,3,1.6
3,175.8,1,1,1,2,1,3,4.504347826,3,10.9
3,176.0,1,1,1,2,1,3,4.558333333,3,20.0
3,181.7,1,2,0,2,1,2,4.716,3,42.9
3,182.1,1,2,0,2,1,2,4.596153846,3,6.2
3,218.1,1,1,1,2,3,1,4.496296296000001,3,8.8
3,221.5,1,0,2,3,3,1,4.557142857,3,7.3
3,223.0,1,0,2,3,3,1,4.637931034,3,10.1
3,233.1,1,0,2,3,3,1,4.666666667,3,1.9
3,233.5,1,0,2,3,3,1,4.570967742,3,6.5
3,235.3,1,0,2,3,3,1,4.48125,3,7.9
3,236.6,1,0,2,3,3,1,4.4424242419999995,3,8.3
3,240.4,1,0,2,3,3,1,4.405882353,3,5.7
3,242.0,1,2,0,2,2,1,4.451428571,3,5.8
3,249.7,0,0,2,3,3,0,4.3944444439999995,2,0.0
3,260.1,0,2,1,3,2,2,4.327027027,3,0.0
3,268.2,0,1,1,3,0,2,4.323684211000001,2,0.0
3,271.9,0,1,1,3,0,2,4.320512821,2,8.4
3,273.2,0,1,0,0,0,2,4.3125,1,11.3
3,281.8,1,1,1,1,2,3,4.356097561,3,6.1
3,288.1,0,1,2,2,3,3,4.311904762,3,0.4
3,289.1,0,1,2,2,3,3,4.2441860469999995,3,1.9
3,292.5,0,1,2,2,3,3,4.177272727,3,0.0
3,292.5,0,1,2,2,3,3,4.131111111,3,1.3
3,303.6,0,2,1,2,2,3,4.17826087,3,0.0
3,304.9,0,1,1,2,0,3,4.140425532,2,3.2
3,307.6,0,2,1,2,2,3,4.24375,3,0.8
3,317.3,0,0,1,0,3,0,4.346938776,1,10.1
3,322.4,2,1,0,1,1,2,4.412,3,14.3
3,328.8,2,0,1,3,1,1,4.496078431,3,90.6
3,332.3,1,1,1,3,1,2,4.469230769,3,12.0
3,333.8,1,1,1,3,1,2,4.6,3,94.3
3,349.5,0,2,1,3,2,2,4.546296296,3,0.0
3,350.8,0,2,1,3,2,2,4.503636364,3,9.8
3,352.0,0,2,0,0,2,2,4.446428571,2,10.8
3,359.2,1,2,0,1,2,2,4.435087718999999,3,4.9
3,365.1,0,2,1,3,2,2,4.403448276000001,3,35.4
3,369.0,1,2,0,1,2,2,4.352542373,3,34.1
3,371.4,1,2,0,1,2,2,4.336666667,3,54.3
3,373.4,1,2,0,1,2,2,4.363934426,3,80.2
3,375.3,1,2,0,1,2,2,4.309677419,3,29.2
3,381.9,1,2,0,1,2,2,4.466666667,3,77.7
3,387.8,1,2,0,1,2,2,4.48125,3,72.0
3,388.1,1,2,0,1,2,2,4.429230769,3,51.4
3,391.9,1,2,0,1,2,2,4.437878788,3,73.3
3,393.0,1,2,0,1,2,2,4.455223881,3,89.4
3,402.0,0,2,1,3,2,2,4.527941176000001,3,86.0
3,405.3,0,2,1,3,2,2,4.48115942,3,35.3
3,409.0,1,2,0,1,2,2,4.544285714,3,88.4
3,409.2,1,2,0,1,2,2,4.556338028,3,92.4
3,426.3,0,1,2,3,2,3,4.5125,3,15.6
3,431.1,1,1,1,1,2,3,4.501369863,3,13.9
3,435.6,1,1,1,1,2,3,4.47972973,3,25.7
3,452.4,1,2,0,1,2,2,4.461333333,3,44.2
3,453.1,0,2,0,0,2,2,4.434210526,2,20.7
3,453.9,0,1,1,0,2,3,4.572727273,2,94.0
3,459.6,1,1,1,1,2,3,4.558974359,3,62.2
3,461.3,0,0,3,3,3,3,4.687341772,3,112.0
3,474.6,1,1,1,1,2,3,4.65,3,25.1
3,477.9,1,2,0,1,2,2,4.6580246910000005,3,58.4
3,487.3,0,2,1,3,2,2,4.620731707,3,19.0
3,492.9,0,2,1,3,2,2,4.644578313,3,43.5
3,494.0,0,2,1,3,2,2,4.6261904760000006,3,35.9
3,505.4,0,1,2,3,2,3,4.585882353,3,19.9
3,513.7,1,2,0,1,2,2,4.684883721,3,62.2
3,518.7,1,2,0,1,2,2,4.7758620689999995,3,54.9
3,526.2,1,1,1,1,3,2,4.909090909,3,61.8
3,527.7,2,1,0,1,1,2,4.882022472,3,13.9
3,527.7,2,1,0,1,1,2,4.8611111110000005,3,15.3
3,540.5,0,1,2,3,3,2,4.913186813,3,47.6
3,550.5,0,2,1,2,2,3,4.880434783,3,4.2
3,552.9,0,2,1,2,2,3,4.859139785,3,3.7
3,559.7,0,0,1,0,0,3,4.930851064,1,29.3
3,559.8,0,0,1,0,0,3,5.0010526319999995,1,37.9
3,559.9,0,0,1,0,0,3,5.041666667,1,40.7
3,562.9,0,2,1,2,2,3,5.009278351,3,0.1
3,563.9,0,2,1,2,2,3,5.065306122,3,98.9
3,570.2,1,2,0,1,2,2,5.081818182,3,94.0
3,573.4,1,1,1,1,2,3,5.0969999999999995,3,95.8
3,573.5,1,1,1,1,2,3,5.145544554,3,97.4
3,577.5,0,0,3,3,3,3,5.110784314,3,27.0
3,577.9,0,0,3,3,3,3,5.084466019,3,46.0
3,580.1,0,0,3,3,3,3,5.056730769,3,93.2
3,585.1,0,0,3,3,3,3,5.034285714,3,90.4
3,588.2,0,0,3,3,3,3,5.020754717,3,90.0
3,589.0,0,0,3,3,3,3,5.024299065,3,91.9
3,600.3,0,0,3,3,3,3,5.001851852,3,78.8
3,606.7,0,0,2,3,3,0,5.043119266000001,2,79.6
3,606.7,0,0,2,3,3,0,5.075454545,2,82.7
3,613.0,2,1,0,1,1,2,5.179279279,3,1041.6
3,615.9,2,1,0,1,1,2,5.1428571430000005,3,2.7
3,616.6,2,1,0,1,1,2,5.107079646,3,59.2
3,616.6,2,1,0,1,1,2,5.1438596489999995,3,79.2
3,619.5,1,1,1,3,1,2,5.133913043,3,62.3
3,635.0,2,1,0,1,1,2,5.112068966,3,60.3
3,658.2,1,2,0,2,1,2,5.118803419,3,39.8
3,661.5,1,2,0,2,1,2,5.093220339,3,24.3
3,665.4,0,1,2,2,3,3,5.078151261,3,32.5
3,665.6,0,1,2,2,3,3,5.071666667,3,39.5
3,667.6,0,1,2,2,3,3,5.0809917360000005,3,286.9
3,670.4,0,0,3,3,3,3,5.056557377,3,33.5
3,674.9,0,0,3,3,3,3,5.026829268,3,34.5
3,684.3,1,0,2,1,3,3,5.0040322580000005,3,199.6
3,684.5,1,0,2,1,3,3,5.0,3,205.6
3,688.8,1,1,1,1,2,3,4.96984127,3,31.4
3,713.2,3,0,0,1,1,1,4.981102362,3,924.0
3,715.7,3,0,0,1,1,1,4.96953125,3,241.5
3,720.2,2,0,1,3,1,1,4.9395348839999995,3,6.8
3,740.0,3,0,0,1,1,1,4.949230769,3,897.7
3,740.8,3,0,0,1,1,1,4.9610687019999995,3,911.0
3,748.5,3,0,0,1,1,1,4.933333333,3,53.5
3,758.7,2,1,0,1,1,2,4.984210526,3,1458.3
3,773.9,2,1,0,1,1,2,4.990298506999999,3,1435.0
3,782.0,1,1,0,1,0,2,4.975555556000001,2,552.1
3,792.3,2,1,0,1,1,2,4.992647058999999,3,1431.9
3,795.2,2,1,0,1,1,2,4.976642336,3,561.8
3,814.2,3,0,0,1,1,1,4.954347826,3,71.9
3,823.2,2,1,0,1,1,2,4.945323741,3,835.1
3,832.0,1,2,0,2,1,2,4.929285714,3,687.5
3,832.8,1,2,0,2,1,2,4.907801418,3,124.8
3,838.4,1,2,0,2,1,2,4.921126761,3,1390.3
3,840.3,1,2,0,2,1,2,4.907692308000001,3,803.6
3,843.8,0,3,0,2,2,2,4.940972222,3,1391.7
3,845.5,0,3,0,2,2,2,4.931724138,3,1369.2
3,860.7,1,2,0,1,2,2,4.909589041,3,102.3
3,860.8,1,2,0,1,2,2,4.8850340139999995,3,303.8
3,861.9,1,2,0,1,2,2,4.877027027,3,1369.6
3,882.7,0,3,0,2,2,2,4.885234898999999,3,1354.7
3,888.0,0,2,0,0,2,2,4.870666667,2,783.2
3,895.8,2,1,0,1,1,2,4.847019868,3,337.9
3,899.0,2,1,0,1,1,2,4.838815789,3,1340.9
3,909.2,3,0,0,1,1,1,4.814379085,3,277.9
3,913.0,3,0,0,1,1,1,4.831168831,3,1330.5
3,916.5,3,0,0,1,1,1,4.862580645,3,1328.7
3,920.0,3,0,0,1,1,1,4.868589743999999,3,1323.5
3,925.6,2,1,0,2,1,1,4.867515924,3,1325.3
3,948.9,1,2,0,2,2,1,4.864556962,3,1306.0
3,953.5,0,3,0,2,2,2,4.86918239,3,1302.1
3,959.7,0,0,2,0,3,3,4.85375,2,1299.6
3,975.2,3,0,0,1,1,1,4.888819876,3,1286.0
3,980.6,3,0,0,1,1,1,4.887037037,3,1281.1
3,986.1,3,0,0,1,1,1,4.892638037,3,1280.2
3,990.2,3,0,0,1,1,1,4.897560976,3,1281.5
3,991.7,3,0,0,1,1,1,4.927878788,3,1280.4
3,994.1,3,0,0,1,1,1,4.91626506,3,1278.0
3,995.0,3,0,0,1,1,1,4.922754491,3,1280.1
3,1015.6,3,0,0,1,1,1,4.943452381,3,1261.8
3,1026.2,3,0,0,1,1,1,5.093491124,3,1254.9
3,1031.6,3,0,0,1,1,1,5.098823529,3,1250.4
3,1031.8,3,0,0,1,1,1,5.088304094,3,1254.0
3,1033.4,3,0,0,1,1,1,5.06744186,3,303.1
3,1038.9,3,0,0,1,1,1,5.116763006,3,1272.5
3,1046.5,3,0,0,1,1,1,5.095402299,3,422.3
3,1066.3,2,1,0,1,2,1,5.118285714,3,1249.4
3,1068.3,2,1,0,1,2,1,5.098863636,3,435.0
3,1073.0,3,0,0,1,1,1,5.080225989,3,1138.3
3,1084.2,3,0,0,1,1,1,5.0589887639999995,3,577.8
3,1090.1,3,0,0,1,1,1,5.080446927,3,1226.0
3,1102.5,3,0,0,1,1,1,5.072777778,3,1202.3
3,1104.4,3,0,0,1,1,1,5.070165746,3,1220.4
3,1111.3,3,0,0,1,1,1,5.086263736,3,1213.7
3,1111.7,3,0,0,1,1,1,5.075956284,3,1177.4
3,1140.1,2,1,0,1,1,2,5.064673913,3,1168.4
3,1141.4,2,1,0,1,1,2,5.075675676,3,1183.6
3,1144.6,2,1,0,1,1,2,5.067741935,3,1184.8
3,1148.9,2,1,0,1,1,2,5.045989305,3,86.1
3,1151.9,1,1,0,0,1,2,5.039361702,2,1180.2
3,1154.1,2,1,0,1,1,2,5.025396825,3,1178.9
3,1170.6,2,1,0,1,1,2,5.022631579,3,1162.4
3,1171.5,1,2,0,2,1,2,5.071727749,3,1164.4
3,1201.2,3,0,0,1,1,1,5.076041667,3,1136.3
3,1209.7,2,1,0,2,1,1,5.059067358,3,1008.6
3,1221.7,2,1,0,2,1,1,5.059793814,3,1119.2
3,1222.2,2,1,0,2,1,1,5.08974359,3,1121.2
3,1240.9,2,1,0,1,1,2,5.082142857,3,1105.2
3,1244.6,2,1,0,1,1,2,5.081725888,3,1105.1
