Type_of_Customer,Entering_Time,Number_1,Number_2,Number_3,Server1,Server2,Server3,Average_processing,Total_number,Waiting_Time
3,16.5,0,0,1,0,0,3,1.9,1,3.8
3,25.7,0,1,1,3,2,0,2.06,2,0.0
3,26.1,0,1,2,3,2,3,2.183333333,3,0.0
3,32.6,1,2,0,1,2,2,2.257142857,3,0.7
3,35.2,1,1,1,1,3,2,3.4875,3,1.1
3,44.2,1,0,1,1,0,3,3.233333333,2,4.2
3,69.2,3,0,0,1,1,1,3.05,3,23.5
3,69.6,3,0,0,1,1,1,2.9909090910000002,3,24.5
3,73.9,3,0,0,1,1,1,3.208333333,3,117.4
3,76.6,3,0,0,1,1,1,3.361538462,3,120.3
3,80.0,3,0,0,1,1,1,3.9214285710000003,3,119.8
3,82.0,3,0,0,1,1,1,3.9,3,120.1
3,82.1,3,0,0,1,1,1,3.8375,3,120.5
3,84.3,3,0,0,1,1,1,3.741176471,3,27.3
3,85.3,3,0,0,1,1,1,5.7,3,378.1
3,85.3,3,0,0,1,1,1,5.821052632000001,3,120.4
3,87.2,3,0,0,1,1,1,5.73,3,123.8
3,100.6,3,0,0,1,1,1,5.695238095,3,113.1
3,108.4,2,1,0,1,2,1,5.486363636,3,90.2
3,133.2,3,0,0,1,1,1,5.3,3,72.3
3,135.7,3,0,0,1,1,1,5.125,3,74.0
3,135.9,3,0,0,1,1,1,5.212000000000001,3,79.1
3,138.1,3,0,0,1,1,1,5.3307692310000006,3,326.9
3,140.2,3,0,0,1,1,1,5.251851852,3,78.5
3,152.4,3,0,0,1,1,1,5.171428571,3,69.9
3,159.6,3,0,0,1,1,1,5.075862068999999,3,160.3
3,163.4,3,0,0,1,1,1,5.096666667,3,333.8
3,168.8,2,1,0,1,2,1,5.083870968,3,196.7
3,170.0,2,1,0,1,2,1,5.090625,3,332.4
3,171.4,2,1,0,1,2,1,5.212121212,3,331.5
3,179.2,2,1,0,1,2,1,5.373529412000001,3,397.8
3,184.6,2,1,0,1,2,1,5.3142857139999995,3,303.2
3,187.3,1,2,0,2,2,1,5.319444444,3,360.7
3,190.9,0,3,0,2,2,2,5.202702703,3,19.9
3,204.9,0,0,3,3,3,3,5.1236842110000005,3,123.9
3,232.4,3,0,0,1,1,1,5.074358974,3,302.0
3,246.9,2,1,0,1,2,1,5.005,3,304.8
3,257.3,2,0,0,1,0,1,4.907317073,2,13.6
3,262.9,2,1,0,2,1,1,4.895238095,3,318.4
3,267.2,2,1,0,2,1,1,4.811627907,3,24.2
3,267.2,2,1,0,2,1,1,4.734090909,3,117.6
3,269.5,2,1,0,2,1,1,4.666666667,3,119.8
3,269.6,2,1,0,2,1,1,4.85,3,339.2
3,290.0,3,0,0,1,1,1,4.853191488999999,3,295.7
3,293.1,3,0,0,1,1,1,4.872916667,3,294.6
3,293.3,3,0,0,1,1,1,4.830612245,3,297.4
3,302.4,1,1,0,0,1,2,4.912,2,352.6
3,302.7,1,1,0,0,1,2,4.9117647060000005,2,319.2
3,303.4,2,1,0,1,1,2,4.846153846,3,227.9
3,314.8,2,1,0,1,2,1,4.877358491,3,359.5
3,316.9,1,2,0,2,2,1,5.064814815,3,376.6
3,329.1,2,0,1,1,3,1,4.990909091,3,63.3
3,344.8,3,0,0,1,1,1,4.9553571430000005,3,248.7
3,352.9,3,0,0,1,1,1,4.984210526,3,340.8
3,360.2,3,0,0,1,1,1,4.972413793,3,334.4
3,366.6,2,0,1,3,1,1,4.925423728999999,3,260.2
3,375.4,3,0,0,1,1,1,4.898333333,3,313.0
3,383.5,3,0,0,1,1,1,4.886885246,3,316.8
3,385.8,1,1,1,1,3,2,4.856451613,3,313.1
3,386.1,1,1,1,1,3,2,4.903174603,3,318.4
3,403.1,1,2,0,1,2,2,4.8546875,3,277.7
3,412.0,1,2,0,1,2,2,4.806153846,3,201.4
3,415.6,2,1,0,1,1,2,4.7909090910000005,3,292.9
3,416.9,1,2,0,1,2,2,4.7507462689999995,3,295.4
3,418.6,1,2,0,1,2,2,4.748529412,3,315.4
3,422.6,1,2,0,1,2,2,4.711594203,3,307.9
3,445.8,1,2,0,1,2,2,4.764285714,3,292.8
3,448.6,1,2,0,1,2,2,4.749295775,3,294.9
3,449.7,1,2,0,1,2,2,4.719444444,3,297.3
3,468.7,1,0,2,1,3,3,4.771232877,3,280.9
3,475.8,2,0,1,1,1,3,4.8689189189999995,3,350.4
3,485.2,1,1,1,1,2,3,4.874666667,3,272.9
3,491.0,1,0,2,1,3,3,4.865789474,3,263.9
3,499.2,1,0,2,1,3,3,4.82987013,3,215.2
3,499.4,1,0,2,1,3,3,4.884615385,3,273.2
3,513.6,2,1,0,1,1,2,4.840506329,3,82.4
3,524.2,2,1,0,1,1,2,4.8675,3,249.6
3,524.9,2,1,0,1,1,2,4.866666667,3,269.5
3,528.2,2,1,0,1,1,2,4.86097561,3,271.0
3,534.6,0,1,1,0,3,2,4.815662651,2,61.9
3,541.8,2,1,0,1,1,2,4.852380952,3,287.7
3,544.8,2,1,0,1,1,2,4.812941176,3,142.4
3,546.9,2,1,0,1,1,2,4.795348837,3,247.9
3,549.0,1,1,1,1,3,2,4.803448276,3,287.6
3,549.2,1,1,1,1,3,2,4.7647727269999995,3,183.5
3,570.7,2,1,0,1,1,2,4.749438201999999,3,273.7
3,576.7,1,2,0,2,1,2,4.741111111,3,268.7
3,609.6,0,2,1,2,2,3,4.708791209,3,137.6
3,612.0,0,2,1,2,2,3,4.7119565219999995,3,237.4
3,613.7,0,1,2,3,2,3,4.67311828,3,2.9
3,617.6,1,0,2,1,3,3,4.658510638,3,236.5
3,643.9,3,0,0,1,1,1,4.630526316,3,137.8
3,678.0,1,1,1,3,1,2,4.608333333,3,176.4
3,678.0,1,1,1,3,1,2,4.636082474,3,210.5
3,689.2,1,1,1,1,2,3,4.606122449,3,148.2
3,690.5,1,1,1,1,2,3,4.574747475,3,49.7
3,697.6,0,0,3,3,3,3,4.666,3,191.6
3,703.0,0,1,2,2,3,3,4.648514851,3,153.9
3,718.4,0,3,0,2,2,2,4.662745098,3,177.4
3,720.1,0,3,0,2,2,2,4.637864078,3,137.3
3,725.6,0,3,0,2,2,2,4.629807692,3,173.8
3,734.0,0,1,2,3,3,2,4.603809524,3,125.5
3,741.1,0,1,2,3,3,2,4.593396226,3,160.8
3,746.2,0,1,2,3,3,2,4.578504673,3,156.7
3,752.0,1,1,1,1,3,2,4.600925926,3,151.2
3,754.5,1,1,1,1,3,2,4.604587156,3,150.9
3,757.2,1,0,2,1,3,3,4.615454545,3,169.3
3,792.0,2,1,0,2,1,1,4.588288288,3,50.1
3,809.7,3,0,0,1,1,1,4.557142857,3,38.1
3,815.1,3,0,0,1,1,1,4.54159292,3,95.1
3,816.8,2,1,0,1,2,1,4.514035088,3,67.4
3,818.2,2,1,0,1,2,1,4.483478261,3,20.0
3,821.4,1,2,0,2,2,1,4.468103448,3,110.9
3,828.4,1,1,1,3,2,1,4.445299145,3,83.7
3,829.2,1,1,1,3,2,1,4.4466101689999995,3,105.8
3,838.8,0,0,3,3,3,3,4.442016807,3,96.2
3,857.8,0,1,2,3,3,2,4.505,3,120.2
3,860.0,1,1,1,1,3,2,4.482644628,3,79.6
3,861.8,1,1,0,1,0,2,4.487704918,2,80.8
3,862.5,1,2,0,1,2,2,4.464227642,3,50.5
3,864.3,1,2,0,1,2,2,4.436290323,3,21.3
3,864.6,1,2,0,1,2,2,4.4319999999999995,3,81.5
3,868.9,1,2,0,1,2,2,4.437301587,3,78.4
3,869.1,1,2,0,1,2,2,4.5015748030000005,3,111.1
3,869.2,1,2,0,1,2,2,4.4765625,3,36.7
3,873.7,1,2,0,1,2,2,4.459689922,3,74.0
3,874.8,1,2,0,1,2,2,4.458461538,3,75.2
3,875.5,0,3,0,2,2,2,4.432824427,3,34.9
3,875.9,0,3,0,2,2,2,4.4159090910000005,3,74.1
3,881.3,0,3,0,2,2,2,4.402255639,3,71.1
3,883.2,0,3,0,2,2,2,4.396268657,3,75.7
3,883.6,0,3,0,2,2,2,4.374814815,3,70.7
3,885.0,0,2,1,3,2,2,4.432352941,3,107.8
3,885.5,0,2,1,3,2,2,4.42919708,3,75.2
3,891.1,0,1,2,3,3,2,4.437681158999999,3,73.6
3,892.3,0,1,2,3,3,2,4.45971223,3,109.2
3,892.3,0,1,2,3,3,2,4.488571428999999,3,112.7
3,899.2,0,1,2,3,3,2,4.466666667,3,55.8
3,911.5,0,1,1,0,2,3,4.516197183,2,118.6
3,912.8,1,0,2,1,3,3,4.492307692,3,39.4
3,916.5,2,1,0,1,2,1,4.477777778,3,46.0
3,916.7,2,1,0,1,2,1,4.575172414,3,129.1
3,921.7,1,2,0,2,2,1,4.695890411000001,3,124.6
3,931.3,0,2,1,2,2,3,4.674829932,3,25.1
3,934.0,0,2,1,2,2,3,4.67027027,3,70.8
3,934.6,0,2,1,2,2,3,4.65033557,3,55.4
3,937.9,0,1,2,2,3,3,4.666,3,71.1
3,945.8,0,2,1,3,2,2,4.647019868,3,48.4
3,950.7,0,0,3,3,3,3,4.659210526,3,99.5
3,956.9,1,1,1,1,3,2,4.635294118,3,51.9
3,974.2,2,1,0,1,1,2,4.612987013,3,39.3
3,977.8,2,1,0,1,1,2,4.604516128999999,3,36.9
3,978.7,1,1,1,1,3,2,4.583333333,3,46.3
3,982.8,1,0,2,1,3,3,4.571974522,3,43.5
3,991.2,1,0,2,1,3,3,4.555063291000001,3,65.5
3,991.9,1,0,1,1,0,3,4.546540881,2,66.7
3,993.5,1,1,1,1,2,3,4.565625,3,68.3
3,995.2,1,0,2,1,3,3,4.545341615,3,69.2
3,998.7,1,1,1,1,2,3,4.539506173,3,67.0
3,1002.7,1,0,2,1,3,3,4.517791411,3,26.4
3,1011.1,1,0,2,1,3,3,4.519512195,3,57.4
3,1015.3,1,0,2,1,3,3,4.536363636,3,54.1
3,1015.3,1,0,2,1,3,3,4.5222891569999994,3,58.0
3,1020.3,1,2,0,1,2,2,4.528742515,3,55.2
3,1022.9,1,2,0,1,2,2,4.558333333,3,75.1
3,1028.0,1,1,1,1,3,2,4.53964497,3,41.3
3,1030.0,1,1,1,1,3,2,4.527058824,3,46.7
3,1040.8,1,1,1,1,2,3,4.507602339,3,38.3
3,1050.5,0,0,3,3,3,3,4.506976744,3,29.8
3,1066.7,0,0,3,3,3,3,4.49132948,3,14.4
3,1069.1,0,0,3,3,3,3,4.475862069,3,13.8
3,1070.1,0,0,3,3,3,3,4.478857143,3,17.9
3,1071.7,1,0,2,1,3,3,4.460795455,3,13.0
3,1073.7,1,0,2,1,3,3,4.468926553999999,3,26.1
3,1089.5,2,0,1,1,1,3,4.48988764,3,11.4
3,1094.0,0,2,0,2,2,0,4.487709497,2,15.1
3,1095.1,0,2,0,2,2,0,4.499444444,2,18.1
3,1096.2,0,3,0,2,2,2,4.618232044,3,1025.2
3,1103.0,0,0,3,3,3,3,4.608791209,3,4.5
3,1112.1,0,2,1,2,2,3,4.597814208,3,2.8
3,1126.6,3,0,0,1,1,1,4.5869565219999995,3,125.5
3,1129.1,3,0,0,1,1,1,4.575675676,3,409.5
3,1133.2,3,0,0,1,1,1,4.559677419,3,84.7
3,1166.5,3,0,0,1,1,1,4.610695187,3,956.2
3,1172.6,3,0,0,1,1,1,4.599468085,3,806.1
3,1178.3,3,0,0,1,1,1,4.592063492,3,802.9
3,1180.0,3,0,0,1,1,1,4.580526316,3,284.4
3,1181.3,3,0,0,1,1,1,4.563874346,3,47.4
3,1184.9,3,0,0,1,1,1,4.572395833,3,877.2
3,1198.5,3,0,0,1,1,1,4.609326425,3,938.3
3,1202.1,3,0,0,1,1,1,4.61443299,3,933.8
3,1204.3,3,0,0,1,1,1,4.600512821000001,3,283.6
3,1210.2,3,0,0,1,1,1,4.5959183669999994,3,937.2
3,1221.0,2,1,0,1,2,1,4.594416244,3,927.5
3,1230.2,2,0,0,1,0,1,4.612121212,2,920.9
3,1230.2,2,0,0,1,0,1,4.620603015,2,922.6
3,1235.3,3,0,0,1,1,1,4.61,3,923.8
3,0.3,0,0,1,3,0,0,1.8,1,0.0
3,32.2,2,0,0,1,1,0,1.8,2,88.7
3,44.6,3,0,0,1,1,1,1.7,3,68.8
3,46.5,3,0,0,1,1,1,3.95,3,361.5
3,47.7,3,0,0,1,1,1,3.68,3,324.8
3,51.2,3,0,0,1,1,1,3.683333333,3,357.1
3,55.8,3,0,0,1,1,1,3.9142857139999996,3,374.7
3,56.2,3,0,0,1,1,1,3.8125,3,353.8
3,58.2,3,0,0,1,1,1,3.955555556,3,388.3
3,60.6,3,0,0,1,1,1,4.29,3,391.0
3,62.6,3,0,0,1,1,1,4.472727273,3,389.5
3,63.5,3,0,0,1,1,1,4.95,3,394.9
3,63.7,3,0,0,1,1,1,5.223076923,3,437.3
3,63.8,3,0,0,1,1,1,5.242857143,3,495.5
3,64.3,3,0,0,1,1,1,5.093333333,3,394.6
3,73.1,3,0,0,1,1,1,5.3,3,488.7
3,92.9,2,0,0,0,1,1,5.694117647000001,2,561.1
3,94.2,3,0,0,1,1,1,6.511111111,3,571.8
3,106.2,2,1,0,1,1,2,6.273684211,3,248.1
3,129.6,3,0,0,1,1,1,6.085,3,313.9
3,131.4,3,0,0,1,1,1,6.242857142999999,3,523.7
3,135.7,3,0,0,1,1,1,6.063636364,3,222.1
3,143.4,3,0,0,1,1,1,6.1565217389999995,3,523.0
3,147.2,3,0,0,1,1,1,6.291666667,3,519.7
3,148.3,3,0,0,1,1,1,6.14,3,320.3
3,151.3,3,0,0,1,1,1,6.238461537999999,3,525.0
3,157.3,3,0,0,1,1,1,6.466666667,3,568.6
3,161.5,3,0,0,1,1,1,6.5571428570000005,3,654.1
3,173.4,3,0,0,1,1,1,6.944827586000001,3,806.0
3,183.4,2,1,0,1,2,1,6.966666667,3,554.9
3,194.4,2,1,0,1,1,2,7.112903226,3,791.6
3,203.8,1,2,0,2,1,2,7.328125,3,786.7
3,204.2,1,2,0,2,1,2,7.278787878999999,3,360.6
3,207.3,1,2,0,2,1,2,7.170588235,3,276.0
3,208.6,1,2,0,2,1,2,7.1,3,476.4
3,215.2,1,2,0,2,1,2,6.930555556,3,9.2
3,227.6,3,0,0,1,1,1,6.856756757,3,265.5
3,229.7,3,0,0,1,1,1,6.9,3,738.8
3,230.6,3,0,0,1,1,1,6.774358974,3,339.6
3,237.8,3,0,0,1,1,1,6.6575,3,358.5
3,249.8,3,0,0,1,1,1,6.756097561,3,747.4
3,249.8,3,0,0,1,1,1,6.69047619,3,399.1
3,250.0,3,0,0,1,1,1,6.6720930229999995,3,498.2
3,263.0,2,0,0,1,1,0,6.622727273,2,479.4
3,263.5,3,0,0,1,1,1,6.5711111110000004,3,476.1
3,269.4,2,0,0,1,0,1,6.460869565,2,142.6
3,279.9,0,3,0,2,2,2,6.372340426,3,318.0
3,293.8,1,2,0,1,2,2,6.6125,3,703.7
3,303.2,1,2,0,1,2,2,6.8,3,704.7
3,307.4,0,3,0,2,2,2,6.797999999999999,3,697.1
3,324.8,0,3,0,2,2,2,6.723529412,3,298.2
3,328.3,0,3,0,2,2,2,6.619230769,3,90.4
3,353.0,0,3,0,2,2,2,6.594339623,3,430.2
3,358.5,1,1,1,1,3,2,6.55,3,460.4
3,366.2,1,2,0,2,1,2,6.616363636,3,648.5
3,366.6,1,2,0,2,1,2,6.539285714,3,231.8
3,374.9,1,1,1,3,1,2,6.464912281,3,299.7
3,380.8,1,2,0,1,2,2,6.386206897,3,319.3
3,383.6,1,2,0,1,2,2,6.298305085,3,94.3
3,390.3,1,2,0,1,2,2,6.411666667,3,661.7
3,404.2,1,2,0,1,2,2,6.336065574,3,318.3
3,420.5,2,1,0,1,1,2,6.298387097000001,3,594.9
3,428.8,2,1,0,1,1,2,6.295238095,3,642.5
3,430.1,2,1,0,1,1,2,6.40625,3,647.3
3,433.3,1,1,1,3,1,2,6.336923077000001,3,292.0
3,444.3,1,1,1,1,3,2,6.262121212,3,42.6
3,444.4,1,1,1,1,3,2,6.198507462999999,3,281.0
3,450.1,2,0,1,1,1,3,6.132352941000001,3,304.0
3,451.3,2,0,1,1,1,3,6.11884058,3,636.3
3,455.6,1,0,2,3,1,3,6.14,3,635.2
3,481.3,2,1,0,1,1,2,6.121126761,3,595.2
3,516.2,3,0,0,1,1,1,6.125,3,582.2
3,517.8,3,0,0,1,1,1,6.264383562000001,3,601.4
3,523.4,3,0,0,1,1,1,6.2594594589999994,3,581.4
3,532.0,1,2,0,2,2,1,6.265333332999999,3,594.9
3,533.0,1,2,0,2,2,1,6.278947368,3,600.6
3,535.9,1,2,0,2,2,1,6.264935065,3,599.6
3,544.6,1,2,0,2,2,1,6.228205128,3,237.4
3,547.6,2,1,0,1,2,1,6.267088608,3,593.1
3,556.9,2,1,0,1,2,1,6.2825,3,584.0
3,569.1,1,0,2,3,3,1,6.251851852000001,3,450.3
3,576.0,2,1,0,1,2,1,6.230487805,3,534.7
3,580.3,2,1,0,1,2,1,6.181927711,3,206.4
3,580.8,2,1,0,1,2,1,6.177380952,3,567.6
3,582.8,2,1,0,1,2,1,6.125882353,3,241.8
3,596.1,2,1,0,1,2,1,6.069767442000001,3,4.1
3,637.0,1,2,0,1,2,2,6.022988506,3,263.6
3,651.4,0,2,1,3,2,2,6.014772727,3,502.8
3,652.0,0,2,1,3,2,2,5.973033707999999,3,309.8
3,654.7,1,1,1,1,2,3,6.067777778,3,548.3
3,669.9,0,0,3,3,3,3,6.032967032999999,3,372.8
3,670.1,0,0,3,3,3,3,6.072826087,3,513.9
3,684.9,1,0,2,1,3,3,6.146236559,3,515.3
3,689.8,1,1,0,1,0,2,6.213829787000001,2,530.5
3,696.9,1,2,0,1,2,2,6.311578947,3,531.5
3,702.1,1,1,0,1,0,2,6.2572916670000005,2,25.1
3,721.9,1,2,0,1,2,2,6.228865979,3,328.5
3,729.6,1,1,1,1,2,3,6.186734694,3,240.2
3,738.9,1,1,1,1,2,3,6.155555556,3,341.5
3,748.7,2,0,1,1,1,3,6.1160000000000005,3,278.7
3,749.0,2,0,1,1,1,3,6.10990099,3,414.7
3,772.9,2,1,0,2,1,1,6.065686275,3,263.9
3,773.5,2,1,0,2,1,1,6.04368932,3,391.6
3,780.4,1,2,0,2,2,1,6.077884615,3,463.5
3,783.2,1,0,2,3,3,1,6.037142857,3,281.9
3,783.5,1,0,2,3,3,1,6.0047169810000005,3,319.1
3,800.0,2,1,0,1,1,2,5.993457944,3,368.9
3,802.6,2,1,0,1,1,2,5.9592592589999995,3,285.6
3,808.7,2,1,0,1,1,2,5.944954127999999,3,392.3
3,824.0,2,0,1,1,1,3,6.004545455,3,465.9
3,828.9,3,0,0,1,1,1,5.9783783779999995,3,337.2
3,834.3,2,1,0,2,1,1,5.976785714,3,378.2
3,835.2,2,1,0,2,1,1,5.963716814,3,392.2
3,838.1,2,1,0,2,1,1,5.938596491,3,367.3
3,847.0,2,1,0,2,1,1,5.9356521739999994,3,393.3
3,849.9,2,1,0,2,1,1,5.95862069,3,458.7
3,852.9,3,0,0,1,1,1,5.916239316,3,34.3
3,853.6,3,0,0,1,1,1,5.95,3,463.6
3,854.4,3,0,0,1,1,1,5.944537815,3,399.1
3,862.0,2,1,0,1,2,1,6.011666667,3,546.1
3,867.9,2,0,0,1,0,1,5.972727272999999,2,53.8
3,869.4,2,1,0,2,1,1,5.963934426000001,3,406.8
3,869.9,2,1,0,2,1,1,5.923577236,3,141.3
3,870.9,2,1,0,2,1,1,5.903225806,3,375.0
3,875.7,2,1,0,2,1,1,5.8816,3,418.9
3,879.4,2,1,0,2,1,1,5.895238095,3,485.8
3,879.9,2,1,0,2,1,1,5.904724409,3,497.8
3,892.4,2,1,0,1,1,2,5.88828125,3,405.0
3,899.2,2,1,0,1,1,2,5.896899225,3,522.9
3,908.6,3,0,0,1,1,1,5.860769231,3,129.8
3,909.9,3,0,0,1,1,1,5.86259542,3,392.5
3,928.4,2,1,0,1,2,1,5.826515152000001,3,96.5
3,937.2,1,2,0,2,2,1,5.796240602,3,212.8
3,941.3,1,2,0,2,2,1,5.791791045,3,482.6
3,944.6,1,2,0,2,2,1,5.86962963,3,503.3
3,950.8,1,2,0,2,2,1,5.865441176,3,478.3
3,960.2,0,3,0,2,2,2,5.857664234,3,468.9
3,966.3,1,2,0,1,2,2,5.89057971,3,580.4
3,973.0,2,0,1,1,1,3,5.856115107999999,3,92.7
3,989.3,1,0,2,1,3,3,5.868571429,3,472.3
3,1003.5,0,0,3,3,3,3,5.885106382999999,3,475.9
3,1006.9,0,0,3,3,3,3,5.86971831,3,377.9
3,1009.8,0,0,3,3,3,3,5.854545455,3,424.1
3,1011.0,0,0,3,3,3,3,5.902777778,3,656.8
3,1015.8,0,0,3,3,3,3,5.896551724,3,428.0
3,1024.0,0,2,1,3,2,2,5.87739726,3,273.8
3,1036.4,1,2,0,1,2,2,5.844217687,3,47.1
3,1057.5,1,1,1,1,3,2,5.8337837839999995,3,376.9
3,1067.9,1,2,0,1,2,2,5.810738255,3,101.3
3,1074.9,1,1,1,1,2,3,5.888,3,593.7
3,1078.8,0,1,2,3,2,3,5.9052980129999995,3,548.1
3,1082.7,0,1,2,2,3,3,5.875657895,3,76.8
3,1084.4,0,1,2,2,3,3,5.923529412000001,3,591.9
3,1088.0,0,1,2,2,3,3,5.983116882999999,3,598.0
3,1103.4,1,0,2,1,3,3,5.96516129,3,268.7
3,1106.5,2,0,1,1,1,3,5.960897436000001,3,357.7
3,1124.9,2,0,1,3,1,1,5.967515924,3,414.3
3,1131.9,1,0,2,3,1,3,5.938607595,3,46.3
3,1140.6,1,0,2,3,1,3,5.916981132,3,91.3
3,1142.6,1,0,2,3,1,3,5.910625,3,338.2
3,1161.5,1,1,0,2,1,0,5.902484472,2,395.6
3,1163.4,1,2,0,2,1,2,5.911111111,3,503.5
3,1173.3,2,0,1,1,1,3,5.91595092,3,453.8
3,1183.5,2,1,0,1,2,1,5.888414634,3,10.2
3,1214.4,0,1,2,3,2,3,5.860606061,3,18.4
3,1228.5,0,0,3,3,3,3,5.836746988,3,30.3
3,1239.4,0,2,1,2,2,3,5.841317365,3,461.7
3,1250.1,1,1,1,1,2,3,5.825,3,122.7
3,1250.7,1,1,1,1,2,3,5.834319527000001,3,456.6
3,1259.6,1,1,1,1,2,3,5.854117647000001,3,448.1
3,1275.9,1,2,0,1,2,2,5.833918129,3,255.4
3,1277.6,0,2,1,3,2,2,5.80755814,3,56.8
3,1280.4,0,2,1,3,2,2,5.786127167999999,3,157.2
3,1283.8,0,3,0,2,2,2,5.762643678,3,165.0
3,1291.2,0,2,1,2,2,3,5.769142857,3,423.5
3,1293.7,0,2,1,2,2,3,5.7630681820000005,3,423.2
3,1303.8,0,2,1,2,2,3,5.755367232,3,390.7
3,1312.0,0,2,1,3,2,2,5.729775281,3,34.2
3,1319.2,0,2,1,3,2,2,5.753072626,3,402.4
3,1329.9,1,2,0,1,2,2,5.740555556,3,224.0
3,1332.6,1,2,0,1,2,2,5.724861878,3,236.1
3,1334.7,1,1,1,1,3,2,5.726373626,3,386.9
3,1366.9,1,1,1,2,3,1,5.735519126,3,360.7
3,1374.1,1,0,2,3,3,1,5.728804348,3,357.4
3,1384.0,1,1,1,3,1,2,5.724864865,3,351.0
3,1384.5,0,2,1,3,2,2,5.738172043,3,354.9
3,1386.3,0,2,1,3,2,2,5.714973262000001,3,83.2
3,1393.0,1,2,0,1,2,2,5.706914894,3,316.5
3,1395.6,1,2,0,1,2,2,5.69047619,3,226.3
3,1398.1,1,2,0,1,2,2,5.698421053,3,341.9
3,1401.7,1,2,0,1,2,2,5.689528796,3,345.5
3,1401.9,1,2,0,1,2,2,5.7270833329999995,3,367.3
3,1403.6,1,2,0,1,2,2,5.7170984460000005,3,347.6
3,1407.9,1,2,0,1,2,2,5.719587628999999,3,368.8
3,1424.4,1,0,2,1,3,3,5.703076922999999,3,211.0
3,1425.2,1,0,2,1,3,3,5.684693877999999,3,255.4
3,1434.6,1,0,2,1,3,3,5.679695431,3,320.4
3,1439.9,2,1,0,1,1,2,5.667676768,3,342.2
3,1447.6,1,1,1,1,3,2,5.650251256000001,3,241.9
3,1449.5,1,0,2,1,3,3,5.6365,3,333.4
